ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
33769,,2017 Volkswagen Tiguan,https://www.4guys.co.nz/vehicle-details?id=3969155,https://dataapi.autoplay.co.nz/image.ashx?id=97573825&w=500&h=375&l=true,"128,446 km",2017 Volkswagen Tiguan Highline 4Motion Auto 2.0L Tsi Turbo 4Wd 5 Door (NZ New),RV/SUV,18950.00 NZD,,Volkswagen; Tiguan; 2017; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Volkswagen;{_model}=Tiguan;{_year}=2017,,,,,,
33743,,2015 Holden Cruze,https://www.4guys.co.nz/vehicle-details?id=3970045,https://dataapi.autoplay.co.nz/image.ashx?id=97573211&w=500&h=375&l=true,"49,620 km",2015 Holden Cruze Equipe Hatch Back (Facelift) Auto 1.8L 5 Door,Hatchback,13800.00 NZD,,Holden; Cruze; 2015; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Cruze;{_year}=2015,,,,,,
33779,,2014 Mitsubishi Lancer,https://www.4guys.co.nz/vehicle-details?id=3970047,https://dataapi.autoplay.co.nz/image.ashx?id=97240118&w=500&h=375&l=true,"100,899 km",2014 Mitsubishi Lancer Gsr 2.0L (NZ New) Auto Sedan,Sedan,14800.00 NZD,,Mitsubishi; Lancer; 2014; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Lancer;{_year}=2014,,,,,,
33780,,2020 Mazda 3,https://www.4guys.co.nz/vehicle-details?id=3970502,https://dataapi.autoplay.co.nz/image.ashx?id=97319878&w=500&h=375&l=true,"23,520 km",2020 Mazda 3 20S L Pkg Hatch Back Auto 2.0L 5 Door,Hatchback,32950.00 NZD,,Mazda; 3; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=3;{_year}=2020,,,,,,
33775,,2011 Nissan Juke,https://www.4guys.co.nz/vehicle-details?id=3971141,https://dataapi.autoplay.co.nz/image.ashx?id=97308630&w=500&h=375&l=true,"126,226 km",2011 Nissan Juke St 1.5L Auto 1.5L 5 Door Hatchback,Hatchback,8900.00 NZD,,Nissan; Juke; 2011; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Juke;{_year}=2011,,,,,,
33785,,2018 Holden Captiva,https://www.4guys.co.nz/vehicle-details?id=3971142,https://dataapi.autoplay.co.nz/image.ashx?id=97308701&w=500&h=375&l=true,"95,267 km",2018 Holden Captiva Ltz 7 3.0L 4Wd 7 Seater Auto 5 Door Lwb,RV/SUV,19800.00 NZD,,Holden; Captiva; 2018; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Captiva;{_year}=2018,,,,,,
33786,,2021 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3971143,https://dataapi.autoplay.co.nz/image.ashx?id=97573434&w=500&h=375&l=true,"132,012 km",2021 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto 3.2L Turbo Diesel,Utility,29800.00 NZD,,Ford; Ranger; 2021; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2021,,,,,,
33774,,2013 Jeep Wrangler,https://www.4guys.co.nz/vehicle-details?id=3972745,https://dataapi.autoplay.co.nz/image.ashx?id=97308787&w=500&h=375&l=true,"166,405 km",2013 Jeep Wrangler Sport Unlimted Auto 3.6L 5 Door 4Wd,RV/SUV,23800.00 NZD,,Jeep; Wrangler; 2013; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Jeep;{_model}=Wrangler;{_year}=2013,,,,,,
33788,,2019 Mazda 6,https://www.4guys.co.nz/vehicle-details?id=3972746,https://dataapi.autoplay.co.nz/image.ashx?id=97573049&w=500&h=375&l=true,"127,165 km",2019 Mazda 6 Gsx 2.5L Auto Sedan (NZ New),Sedan,19800.00 NZD,,Mazda; 6; 2019; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=6;{_year}=2019,,,,,,
33789,,2016 Holden Captiva,https://www.4guys.co.nz/vehicle-details?id=3972747,https://dataapi.autoplay.co.nz/image.ashx?id=97308735&w=500&h=375&l=true,"110,095 km",2016 Holden Captiva Lt 3.0L 4Wd 7 Seater Auto 5 Door (NZ New),RV/SUV,16800.00 NZD,,Holden; Captiva; 2016; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Captiva;{_year}=2016,,,,,,
33784,,2015 Holden Commodore,https://www.4guys.co.nz/vehicle-details?id=3973115,https://dataapi.autoplay.co.nz/image.ashx?id=97573281&w=500&h=375&l=true,"128,650 km",2015 Holden Commodore Vf Sv6 Auto 3.6L Sedan (NZ New),Sedan,22800.00 NZD,,Holden; Commodore; 2015; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Commodore;{_year}=2015,,,,,,
33790,,2019 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3973116,https://dataapi.autoplay.co.nz/image.ashx?id=97371999&w=500&h=375&l=true,"87,785 km",2019 Ford Ranger Xlt 4X4 D/Cab Auto 3.2L Turbo Diesel,Utility,35800.00 NZD,,Ford; Ranger; 2019; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2019,,,,,,
33792,,2014 Toyota Aqua,https://www.4guys.co.nz/vehicle-details?id=3973822,https://dataapi.autoplay.co.nz/image.ashx?id=97372025&w=500&h=375&l=true,"88,748 km",2014 Toyota Aqua S 1.5L Hybrid Auto 5 Door,Hatchback,12800.00 NZD,,Toyota; Aqua; 2014; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Aqua;{_year}=2014,,,,,,
33778,,2016 Volkswagen Golf,https://www.4guys.co.nz/vehicle-details?id=3980580,https://dataapi.autoplay.co.nz/image.ashx?id=97427462&w=500&h=375&l=true,"136,948 km",2016 Volkswagen Golf Tsi Comfortline Auto 1.4L Turbo 5 Door Hatchback,Hatchback,11800.00 NZD,,Volkswagen; Golf; 2016; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Volkswagen;{_model}=Golf;{_year}=2016,,,,,,
33794,,2022 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3980581,https://dataapi.autoplay.co.nz/image.ashx?id=97427469&w=500&h=375&l=true,"73,550 km",2022 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto (10Spd) 2.0L Bi-Turbo Diesel,Utility,31950.00 NZD,,Ford; Ranger; 2022; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2022,,,,,,
33795,,2015 Mitsubishi Lancer,https://www.4guys.co.nz/vehicle-details?id=3980582,https://dataapi.autoplay.co.nz/image.ashx?id=97427480&w=500&h=375&l=true,"41,380 km",2015 Mitsubishi Lancer Gsr 2.0L (NZ New) Auto Sedan,Sedan,19800.00 NZD,,Mitsubishi; Lancer; 2015; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Lancer;{_year}=2015,,,,,,
33796,,2022 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3980583,https://dataapi.autoplay.co.nz/image.ashx?id=97427481&w=500&h=375&l=true,"70,642 km",2022 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto (10Spd) 2.0L Bi-Turbo Diesel,Utility,32800.00 NZD,,Ford; Ranger; 2022; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2022,,,,,,
33797,,2022 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3980584,https://dataapi.autoplay.co.nz/image.ashx?id=97573633&w=500&h=375&l=true,"60,732 km",2022 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto (10Spd) 2.0L Bi-Turbo Diesel,Utility,33800.00 NZD,,Ford; Ranger; 2022; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2022,,,,,,
33798,,2022 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3980585,https://dataapi.autoplay.co.nz/image.ashx?id=97427483&w=500&h=375&l=true,"75,090 km",2022 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto (10Spd) 2.0L Bi-Turbo Diesel,Utility,32800.00 NZD,,Ford; Ranger; 2022; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2022,,,,,,
33799,,2022 Hyundai Kona,https://www.4guys.co.nz/vehicle-details?id=3980586,https://dataapi.autoplay.co.nz/image.ashx?id=97427495&w=500&h=375&l=true,"57,262 km",2022 Hyundai Kona Elite 1.6T Awd Autoi 1.6L Turbo 5 Door (NZ New),Hatchback,27800.00 NZD,,Hyundai; Kona; 2022; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Hyundai;{_model}=Kona;{_year}=2022,,,,,,
33800,,2015 Mercedes-Benz A 45,https://www.4guys.co.nz/vehicle-details?id=3981147,https://dataapi.autoplay.co.nz/image.ashx?id=97442886&w=500&h=375&l=true,"50,215 km",2015 Mercedes-Benz A 45 Amg A-Class Auto 2.0L Turbo 5 Door 4Wd,Hatchback,29950.00 NZD,,Mercedes-Benz; A 45; 2015; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mercedes-Benz;{_model}=A_45;{_year}=2015,,,,,,
33801,,2017 Audi S3,https://www.4guys.co.nz/vehicle-details?id=3981148,https://dataapi.autoplay.co.nz/image.ashx?id=97442903&w=500&h=375&l=true,"50,300 km",2017 Audi S3 2.0T Quattro Sedan Auto 4 Door,Sedan,34800.00 NZD,,Audi; S3; 2017; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=S3;{_year}=2017,,,,,,
33802,,2016 Audi S3,https://www.4guys.co.nz/vehicle-details?id=3981149,https://dataapi.autoplay.co.nz/image.ashx?id=97442938&w=500&h=375&l=true,"37,420 km",2016 Audi S3 2.0T Quattro Sportback Auto 2.0L Turbo 5 Door 4Wd,Hatchback,34800.00 NZD,,Audi; S3; 2016; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=S3;{_year}=2016,,,,,,
33803,,2013 Ford Mustang,https://www.4guys.co.nz/vehicle-details?id=3981684,https://dataapi.autoplay.co.nz/image.ashx?id=97572588&w=500&h=375&l=true,"38,003 km",2013 Ford Mustang Shelby Gt500 (662Hp) 6Spd Manual 5.8Ltr Supercharged Coupe,Coupe,94800.00 NZD,,Ford; Mustang; 2013; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Mustang;{_year}=2013,,,,,,
33805,,2014 Bmw 116i,https://www.4guys.co.nz/vehicle-details?id=3982508,https://dataapi.autoplay.co.nz/image.ashx?id=97494586&w=500&h=375&l=true,"56,935 km",2014 Bmw 116i M Sport Hatch Back (Facelift) Auto 1.6L 5 Door,Hatchback,13800.00 NZD,,BMW; 116i; 2014; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=BMW;{_model}=116i;{_year}=2014,,,,,,
33809,,2018 Mercedes-Benz A 45,https://www.4guys.co.nz/vehicle-details?id=3982509,https://dataapi.autoplay.co.nz/image.ashx?id=97494518&w=500&h=375&l=true,"36,862 km",2018 Mercedes-Benz A 45 Amg A-Class Auto 2.0L Turbo 5 Door,Hatchback,38600.00 NZD,,Mercedes-Benz; A 45; 2018; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mercedes-Benz;{_model}=A_45;{_year}=2018,,,,,,
33811,,2019 Chevrolet Corvette,https://www.4guys.co.nz/vehicle-details?id=3983077,https://dataapi.autoplay.co.nz/image.ashx?id=97572723&w=500&h=375&l=true,"29,096 km",2019 Chevrolet Corvette C7 Z51 3Lt Grand Sport Auto 6.2L V8 (470hp) Coupe,Coupe,129800.00 NZD,,Chevrolet; Corvette; 2019; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Chevrolet;{_model}=Corvette;{_year}=2019,,,,,,
33791,,2021 Hyundai Tucson,https://www.4guys.co.nz/vehicle-details?id=3983083,https://dataapi.autoplay.co.nz/image.ashx?id=97499867&w=500&h=375&l=true,"36,647 km",2021 Hyundai Tucson Elite Mpi 2.0L (NZ New) Auto 5 Door,RV/SUV,32800.00 NZD,,Hyundai; Tucson; 2021; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Hyundai;{_model}=Tucson;{_year}=2021,,,,,,
33810,,2017 Toyota C-Hr,https://www.4guys.co.nz/vehicle-details?id=3983085,https://dataapi.autoplay.co.nz/image.ashx?id=97499268&w=500&h=375&l=true,"72,377 km",2017 Toyota C-Hr G 1.8L Hybrid Auto 5 Door 2Wd,RV/SUV,24800.00 NZD,,Toyota; C-HR; 2017; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=C-HR;{_year}=2017,,,,,,
33758,,2011 Kia Optima,https://www.4guys.co.nz/vehicle-details?id=3983217,https://dataapi.autoplay.co.nz/image.ashx?id=97499877&w=500&h=375&l=true,"129,000 km",2011 Kia Optima Ex 2.4L (Facelift) Auto Sedan,Sedan,13800.00 NZD,,Kia; Optima; 2011; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Kia;{_model}=Optima;{_year}=2011,,,,,,
33807,,2022 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3983219,https://dataapi.autoplay.co.nz/image.ashx?id=97499886&w=500&h=375&l=true,"62,116 km",2022 Mitsubishi Outlander Vrx 2.5L 7 Seater Auto 5 Door 4Wd 9NZ New),RV/SUV,38950.00 NZD,,Mitsubishi; Outlander; 2022; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2022,,,,,,
33812,,2021 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3983220,https://dataapi.autoplay.co.nz/image.ashx?id=97499890&w=500&h=375&l=true,"92,500 km",2021 Mitsubishi Outlander Ls 2.4L 7 Seater (NZ New) Auto 5 Door,RV/SUV,24800.00 NZD,,Mitsubishi; Outlander; 2021; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2021,,,,,,
33804,,2019 Toyota Highlander,https://www.4guys.co.nz/vehicle-details?id=3983500,https://dataapi.autoplay.co.nz/image.ashx?id=97566386&w=500&h=375&l=true,"184,100 km",2019 Toyota Highlander Gxl 3.5L 7 Seater Auto (8Spd) 5 Door 4Wd (NZ New),RV/SUV,29800.00 NZD,,Toyota; Highlander; 2019; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Highlander;{_year}=2019,,,,,,
33813,,2016 Chevrolet Camaro,https://www.4guys.co.nz/vehicle-details?id=3985522,https://dataapi.autoplay.co.nz/image.ashx?id=97574174&w=500&h=375&l=true,"31,140 km",2016 Chevrolet Camaro 2Ss Coupe (2016) Auto 6.2L V8 (455hp) Coupe,Coupe,72800.00 NZD,,Chevrolet; Camaro; 2016; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Chevrolet;{_model}=Camaro;{_year}=2016,,,,,,
33814,,2016 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3985823,https://dataapi.autoplay.co.nz/image.ashx?id=97574173&w=500&h=375&l=true,"122,500 km",2016 Ford Ranger Wildtrak 3.2L 4X4 Auto 3.2L Turbo Diesel D/Cab (NZ New),Utility,34800.00 NZD,,Ford; Ranger; 2016; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2016,,,,,,
33563,,2023 Hyundai Santa Fe,https://www.4guys.co.nz/vehicle-details?id=3986180,https://dataapi.autoplay.co.nz/image.ashx?id=97611518&w=500&h=375&l=true,"26,140 km",2023 Hyundai Santa Fe Limited 7 Seater (NZ New) Auto 2.2L Turbo Diesel,RV/SUV,59800.00 NZD,,Hyundai; Santa Fe; 2023; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Hyundai;{_model}=Santa_Fe;{_year}=2023,,,,,,
